# V_set	V_set_0	I	V_0	V_1	t
# "V_appl_1"	"V_appl_2"	"I_meas"	"V_appl_1"	"V_appl_2"	"Elapsed time"
# 201	201
-1	-1	-0.002	-1	-1	9.530655617
-1	-0.99	-0.00199	-1	-0.99	9.541341098
-1	-0.98	-0.00198	-1	-0.98	9.552027901
-1	-0.97	-0.00197	-1	-0.97	9.562720182
-1	-0.96	-0.00196	-1	-0.96	9.57340562
-1	-0.95	-0.00195	-1	-0.95	9.58405442
-1	-0.94	-0.00194	-1	-0.94	9.595361009
-1	-0.93	-0.00193	-1	-0.93	9.607673151
-1	-0.92	-0.00192	-1	-0.92	9.61930762
-1	-0.91	-0.00191	-1	-0.91	9.631748925
-1	-0.9	-0.0019	-1	-0.9	9.644080555
-1	-0.89	-0.00189	-1	-0.89	9.65497214
-1	-0.88	-0.00188	-1	-0.88	9.667920629
-1	-0.87	-0.00187	-1	-0.87	9.679869615
-1	-0.86	-0.00186	-1	-0.86	9.693042405
-1	-0.85	-0.00185	-1	-0.85	9.705348027
-1	-0.84	-0.00184	-1	-0.84	9.716744888
-1	-0.83	-0.00183	-1	-0.83	9.728652321
-1	-0.82	-0.00182	-1	-0.82	9.739261521
-1	-0.81	-0.00181	-1	-0.81	9.750488376
-1	-0.8	-0.0018	-1	-0.8	9.763447342
-1	-0.79	-0.00179	-1	-0.79	9.77579671
-1	-0.78	-0.00178	-1	-0.78	9.788708234
-1	-0.77	-0.00177	-1	-0.77	9.801702216
-1	-0.76	-0.00176	-1	-0.76	9.813445009
-1	-0.75	-0.00175	-1	-0.75	9.824975565
-1	-0.74	-0.00174	-1	-0.74	9.838112802
-1	-0.73	-0.00173	-1	-0.73	9.84957927
-1	-0.72	-0.00172	-1	-0.72	9.860425795
-1	-0.71	-0.00171	-1	-0.71	9.873238559
-1	-0.7	-0.0017	-1	-0.7	9.884184191
-1	-0.69	-0.00169	-1	-0.69	9.896358734
-1	-0.68	-0.00168	-1	-0.68	9.908790328
-1	-0.67	-0.00167	-1	-0.67	9.921845098
-1	-0.66	-0.00166	-1	-0.66	9.932931249
-1	-0.65	-0.00165	-1	-0.65	9.945327401
-1	-0.64	-0.00164	-1	-0.64	9.957217145
-1	-0.63	-0.00163	-1	-0.63	9.967886582
-1	-0.62	-0.00162	-1	-0.62	9.978638648
-1	-0.61	-0.00161	-1	-0.61	9.989302893
-1	-0.6	-0.0016	-1	-0.6	9.999902419
-1	-0.59	-0.00159	-1	-0.59	10.012570145
-1	-0.58	-0.00158	-1	-0.58	10.025261943
-1	-0.57	-0.00157	-1	-0.57	10.037242859
-1	-0.56	-0.00156	-1	-0.56	10.050410664
-1	-0.55	-0.00155	-1	-0.55	10.061061998
-1	-0.54	-0.00154	-1	-0.54	10.073568957
-1	-0.53	-0.00153	-1	-0.53	10.085311348
-1	-0.52	-0.00152	-1	-0.52	10.095935505
-1	-0.51	-0.00151	-1	-0.51	10.107305388
-1	-0.5	-0.0015	-1	-0.5	10.117912606
-1	-0.49	-0.00149	-1	-0.49	10.128475578
-1	-0.48	-0.00148	-1	-0.48	10.139472239
-1	-0.47	-0.00147	-1	-0.47	10.152483034
-1	-0.46	-0.00146	-1	-0.46	10.164619851
-1	-0.45	-0.00145	-1	-0.45	10.177307724
-1	-0.44	-0.00144	-1	-0.44	10.189698446
-1	-0.43	-0.00143	-1	-0.43	10.202499467
-1	-0.42	-0.00142	-1	-0.42	10.213829716
-1	-0.41	-0.00141	-1	-0.41	10.225324758
-1	-0.4	-0.0014	-1	-0.4	10.23689426
-1	-0.39	-0.00139	-1	-0.39	10.248124451
-1	-0.38	-0.00138	-1	-0.38	10.259550301
-1	-0.37	-0.00137	-1	-0.37	10.272107508
-1	-0.36	-0.00136	-1	-0.36	10.284963101
-1	-0.35	-0.00135	-1	-0.35	10.297575503
-1	-0.34	-0.00134	-1	-0.34	10.309166008
-1	-0.33	-0.00133	-1	-0.33	10.319968671
-1	-0.32	-0.00132	-1	-0.32	10.331585443
-1	-0.31	-0.00131	-1	-0.31	10.343747471
-1	-0.3	-0.0013	-1	-0.3	10.35458361
-1	-0.29	-0.00129	-1	-0.29	10.365697571
-1	-0.28	-0.00128	-1	-0.28	10.376331559
-1	-0.27	-0.00127	-1	-0.27	10.388079317
-1	-0.26	-0.00126	-1	-0.26	10.399318581
-1	-0.25	-0.00125	-1	-0.25	10.412450508
-1	-0.24	-0.00124	-1	-0.24	10.424947478
-1	-0.23	-0.00123	-1	-0.23	10.437231097
-1	-0.22	-0.00122	-1	-0.22	10.447778106
-1	-0.21	-0.00121	-1	-0.21	10.45832066
-1	-0.2	-0.0012	-1	-0.2	10.469299077
-1	-0.19	-0.00119	-1	-0.19	10.479938767
-1	-0.18	-0.00118	-1	-0.18	10.49210141
-1	-0.17	-0.00117	-1	-0.17	10.504385686
-1	-0.16	-0.00116	-1	-0.16	10.517522642
-1	-0.15	-0.00115	-1	-0.15	10.52848892
-1	-0.14	-0.00114	-1	-0.14	10.541620904
-1	-0.13	-0.00113	-1	-0.13	10.554606231
-1	-0.12	-0.00112	-1	-0.12	10.565262609
-1	-0.11	-0.00111	-1	-0.11	10.576112713
-1	-0.1	-0.0011	-1	-0.1	10.586723351
-1	-0.09	-0.00109	-1	-0.09	10.59740464
-1	-0.08	-0.00108	-1	-0.08	10.609230706
-1	-0.07	-0.00107	-1	-0.07	10.622358323
-1	-0.0599999999999999	-0.00106	-1	-0.0599999999999999	10.634530288
-1	-0.0499999999999999	-0.00105	-1	-0.0499999999999999	10.645161655
-1	-0.04	-0.00104	-1	-0.04	10.658296784
-1	-0.03	-0.00103	-1	-0.03	10.670051286
-1	-0.02	-0.00102	-1	-0.02	10.683204726
-1	-0.01	-0.00101	-1	-0.01	10.694404273
-1	0	-0.001	-1	0	10.70516578
-1	0.01	-0.00099	-1	0.01	10.716024505
-1	0.02	-0.00098	-1	0.02	10.728708747
-1	0.03	-0.00097	-1	0.03	10.739123205
-1	0.04	-0.00096	-1	0.04	10.749318626
-1	0.05	-0.00095	-1	0.05	10.760286483
-1	0.0600000000000001	-0.00094	-1	0.0600000000000001	10.772758163
-1	0.0700000000000001	-0.00093	-1	0.0700000000000001	10.784044441
-1	0.0800000000000001	-0.00092	-1	0.0800000000000001	10.79510085
-1	0.0900000000000001	-0.00091	-1	0.0900000000000001	10.80570967
-1	0.1	-0.0009	-1	0.1	10.818424226
-1	0.11	-0.00089	-1	0.11	10.830713795
-1	0.12	-0.00088	-1	0.12	10.842548494
-1	0.13	-0.00087	-1	0.13	10.854644893
-1	0.14	-0.00086	-1	0.14	10.865188468
-1	0.15	-0.00085	-1	0.15	10.875812642
-1	0.16	-0.00084	-1	0.16	10.887605089
-1	0.17	-0.00083	-1	0.17	10.900533789
-1	0.18	-0.00082	-1	0.18	10.91260228
-1	0.19	-0.00081	-1	0.19	10.924165009
-1	0.2	-0.0008	-1	0.2	10.93524178
-1	0.21	-0.00079	-1	0.21	10.948256591
-1	0.22	-0.00078	-1	0.22	10.959862746
-1	0.23	-0.00077	-1	0.23	10.970523482
-1	0.24	-0.00076	-1	0.24	10.982157194
-1	0.25	-0.00075	-1	0.25	10.993664042
-1	0.26	-0.00074	-1	0.26	11.004830754
-1	0.27	-0.00073	-1	0.27	11.016096162
-1	0.28	-0.00072	-1	0.28	11.02861183
-1	0.29	-0.00071	-1	0.29	11.040742825
-1	0.3	-0.0007	-1	0.3	11.052994557
-1	0.31	-0.00069	-1	0.31	11.064744948
-1	0.32	-0.00068	-1	0.32	11.077159014
-1	0.33	-0.00067	-1	0.33	11.087869121
-1	0.34	-0.00066	-1	0.34	11.099376456
-1	0.35	-0.00065	-1	0.35	11.112529926
-1	0.36	-0.00064	-1	0.36	11.123267822
-1	0.37	-0.00063	-1	0.37	11.135183373
-1	0.38	-0.00062	-1	0.38	11.146988475
-1	0.39	-0.00061	-1	0.39	11.158146882
-1	0.4	-0.0006	-1	0.4	11.170873979
-1	0.41	-0.00059	-1	0.41	11.183635001
-1	0.42	-0.00058	-1	0.42	11.195112954
-1	0.43	-0.00057	-1	0.43	11.206374467
-1	0.44	-0.00056	-1	0.44	11.219140715
-1	0.45	-0.00055	-1	0.45	11.230665923
-1	0.46	-0.00054	-1	0.46	11.242120764
-1	0.47	-0.00053	-1	0.47	11.254184364
-1	0.48	-0.00052	-1	0.48	11.267326419
-1	0.49	-0.00051	-1	0.49	11.278473883
-1	0.5	-0.0005	-1	0.5	11.290447049
-1	0.51	-0.00049	-1	0.51	11.301110859
-1	0.52	-0.00048	-1	0.52	11.312523512
-1	0.53	-0.00047	-1	0.53	11.325302552
-1	0.54	-0.00046	-1	0.54	11.337430061
-1	0.55	-0.00045	-1	0.55	11.348616791
-1	0.56	-0.00044	-1	0.56	11.361755331
-1	0.57	-0.00043	-1	0.57	11.374863317
-1	0.58	-0.00042	-1	0.58	11.386514851
-1	0.59	-0.00041	-1	0.59	11.397265608
-1	0.6	-0.0004	-1	0.6	11.408714424
-1	0.61	-0.00039	-1	0.61	11.421920009
-1	0.62	-0.00038	-1	0.62	11.432601169
-1	0.63	-0.00037	-1	0.63	11.444845817
-1	0.64	-0.00036	-1	0.64	11.457576734
-1	0.65	-0.00035	-1	0.65	11.470773883
-1	0.66	-0.00034	-1	0.66	11.482469368
-1	0.67	-0.00033	-1	0.67	11.49414634
-1	0.68	-0.00032	-1	0.68	11.507275054
-1	0.69	-0.00031	-1	0.69	11.520010056
-1	0.7	-0.0003	-1	0.7	11.532253733
-1	0.71	-0.00029	-1	0.71	11.543853207
-1	0.72	-0.00028	-1	0.72	11.554854984
-1	0.73	-0.00027	-1	0.73	11.566678374
-1	0.74	-0.00026	-1	0.74	11.578637749
-1	0.75	-0.00025	-1	0.75	11.589913897
-1	0.76	-0.00024	-1	0.76	11.603049791
-1	0.77	-0.00023	-1	0.77	11.614706709
-1	0.78	-0.00022	-1	0.78	11.625226883
-1	0.79	-0.00021	-1	0.79	11.638350814
-1	0.8	-0.0002	-1	0.8	11.651519431
-1	0.81	-0.00019	-1	0.81	11.664674872
-1	0.82	-0.00018	-1	0.82	11.677810147
-1	0.83	-0.00017	-1	0.83	11.690944874
-1	0.84	-0.00016	-1	0.84	11.704094629
-1	0.85	-0.00015	-1	0.85	11.717200151
-1	0.86	-0.00014	-1	0.86	11.727980301
-1	0.87	-0.00013	-1	0.87	11.738616207
-1	0.88	-0.00012	-1	0.88	11.751767137
-1	0.89	-0.00011	-1	0.89	11.763622377
-1	0.9	-9.99999999999999e-05	-1	0.9	11.774923624
-1	0.91	-8.99999999999999e-05	-1	0.91	11.78804647
-1	0.92	-8.00000000000001e-05	-1	0.92	11.800117707
-1	0.93	-7.00000000000001e-05	-1	0.93	11.812195522
-1	0.94	-6.00000000000001e-05	-1	0.94	11.823960855
-1	0.95	-5e-05	-1	0.95	11.834847192
-1	0.96	-4e-05	-1	0.96	11.845724725
-1	0.97	-3e-05	-1	0.97	11.858834784
-1	0.98	-2e-05	-1	0.98	11.869516867
-1	0.99	-1e-05	-1	0.99	11.882427999
-1	1	0	-1	1	11.893748206

-0.99	-1	-0.00199	-0.99	-1	12.107753924
-0.99	-0.99	-0.00198	-0.99	-0.99	12.118806946
-0.99	-0.98	-0.00197	-0.99	-0.98	12.130466686
-0.99	-0.97	-0.00196	-0.99	-0.97	12.142375544
-0.99	-0.96	-0.00195	-0.99	-0.96	12.154423663
-0.99	-0.95	-0.00194	-0.99	-0.95	12.165041884
-0.99	-0.94	-0.00193	-0.99	-0.94	12.177428701
