# V_set	V_set_0	I	V_0	V_1	t
# "V_appl_1"	"V_appl_2"	"I_meas"	"V_appl_1"	"V_appl_2"	"Elapsed time"
# 201	201
-1	-1	-0.001	-1	0	10.025611817
-1	-0.99	-0.001	-1	0	10.027185429
-1	-0.98	-0.001	-1	0	10.028745073
-1	-0.97	-0.001	-1	0	10.030341389
-1	-0.96	-0.001	-1	0	10.031946373
-1	-0.95	-0.001	-1	0	10.033584785
-1	-0.94	-0.001	-1	0	10.035218278
-1	-0.93	-0.001	-1	0	10.036870384
-1	-0.92	-0.001	-1	0	10.038555781
-1	-0.91	-0.001	-1	0	10.039983819
-1	-0.9	-0.001	-1	0	10.041673172
-1	-0.89	-0.001	-1	0	10.043389968
-1	-0.88	-0.001	-1	0	10.045104109
-1	-0.87	-0.001	-1	0	10.046848366
-1	-0.86	-0.001	-1	0	10.04877036
-1	-0.85	-0.001	-1	0	10.050670696
-1	-0.84	-0.001	-1	0	10.05254761
-1	-0.83	-0.001	-1	0	10.054430968
-1	-0.82	-0.001	-1	0	10.056340069
-1	-0.81	-0.001	-1	0	10.058209912
-1	-0.8	-0.001	-1	0	10.060079723
-1	-0.79	-0.001	-1	0	10.061981869
-1	-0.78	-0.001	-1	0	10.063938671
-1	-0.77	-0.001	-1	0	10.065861466
-1	-0.76	-0.001	-1	0	10.067735752
-1	-0.75	-0.001	-1	0	10.069642554
-1	-0.74	-0.001	-1	0	10.071535591
-1	-0.73	-0.001	-1	0	10.073404608
-1	-0.72	-0.001	-1	0	10.075201856
-1	-0.71	-0.001	-1	0	10.077076997
-1	-0.7	-0.001	-1	0	10.078944236
-1	-0.69	-0.001	-1	0	10.080828324
-1	-0.68	-0.001	-1	0	10.082727199
-1	-0.67	-0.001	-1	0	10.084594384
-1	-0.66	-0.001	-1	0	10.086471892
-1	-0.65	-0.001	-1	0	10.088394244
-1	-0.64	-0.001	-1	0	10.090017985
-1	-0.63	-0.001	-1	0	10.091918527
-1	-0.62	-0.001	-1	0	10.093813274
-1	-0.61	-0.001	-1	0	10.095611985
-1	-0.6	-0.001	-1	0	10.097533019
-1	-0.59	-0.001	-1	0	10.099406294
-1	-0.58	-0.001	-1	0	10.101297299
-1	-0.57	-0.001	-1	0	10.103236953
-1	-0.56	-0.001	-1	0	10.104868703
-1	-0.55	-0.001	-1	0	10.106524042
-1	-0.54	-0.001	-1	0	10.108213525
-1	-0.53	-0.001	-1	0	10.110210013
-1	-0.52	-0.001	-1	0	10.111927789
-1	-0.51	-0.001	-1	0	10.113642886
-1	-0.5	-0.001	-1	0	10.115358018
-1	-0.49	-0.001	-1	0	10.117130574
-1	-0.48	-0.001	-1	0	10.118867194
-1	-0.47	-0.001	-1	0	10.120762304
-1	-0.46	-0.001	-1	0	10.122651507
-1	-0.45	-0.001	-1	0	10.124583651
-1	-0.44	-0.001	-1	0	10.126443294
-1	-0.43	-0.001	-1	0	10.128346559
-1	-0.42	-0.001	-1	0	10.130236039
-1	-0.41	-0.001	-1	0	10.132110289
-1	-0.4	-0.001	-1	0	10.133748036
-1	-0.39	-0.001	-1	0	10.135617077
-1	-0.38	-0.001	-1	0	10.137504872
-1	-0.37	-0.001	-1	0	10.139455536
-1	-0.36	-0.001	-1	0	10.141331123
-1	-0.35	-0.001	-1	0	10.143215669
-1	-0.34	-0.001	-1	0	10.145117205
-1	-0.33	-0.001	-1	0	10.147002231
-1	-0.32	-0.001	-1	0	10.148810035
-1	-0.31	-0.001	-1	0	10.150684794
-1	-0.3	-0.001	-1	0	10.152551355
-1	-0.29	-0.001	-1	0	10.154437473
-1	-0.28	-0.001	-1	0	10.156409314
-1	-0.27	-0.001	-1	0	10.158291086
-1	-0.26	-0.001	-1	0	10.160183619
-1	-0.25	-0.001	-1	0	10.162055174
-1	-0.24	-0.001	-1	0	10.163936282
-1	-0.23	-0.001	-1	0	10.165838051
-1	-0.22	-0.001	-1	0	10.167708438
-1	-0.21	-0.001	-1	0	10.169609657
-1	-0.2	-0.001	-1	0	10.171426893
-1	-0.19	-0.001	-1	0	10.173346711
-1	-0.18	-0.001	-1	0	10.17525216
-1	-0.17	-0.001	-1	0	10.177121157
-1	-0.16	-0.001	-1	0	10.178997654
-1	-0.15	-0.001	-1	0	10.180889647
-1	-0.14	-0.001	-1	0	10.182809491
-1	-0.13	-0.001	-1	0	10.18471396
-1	-0.12	-0.001	-1	0	10.186511551
-1	-0.11	-0.001	-1	0	10.188404696
-1	-0.1	-0.001	-1	0	10.190261725
-1	-0.09	-0.001	-1	0	10.192170657
-1	-0.08	-0.001	-1	0	10.19400285
-1	-0.07	-0.001	-1	0	10.195803735
-1	-0.0599999999999999	-0.001	-1	0	10.197668593
-1	-0.0499999999999999	-0.001	-1	0	10.199532232
-1	-0.04	-0.001	-1	0	10.201313069
-1	-0.03	-0.001	-1	0	10.203215227
-1	-0.02	-0.001	-1	0	10.20511434
-1	-0.01	-0.001	-1	0	10.206994235
-1	0	-0.001	-1	0	10.208669887
-1	0.01	-0.001	-1	0	10.210651117
-1	0.02	-0.001	-1	0	10.212293485
-1	0.03	-0.001	-1	0	10.213760699
-1	0.04	-0.001	-1	0	10.215430353
-1	0.05	-0.001	-1	0	10.217149965
-1	0.0600000000000001	-0.001	-1	0	10.218845955
-1	0.0700000000000001	-0.001	-1	0	10.220595472
-1	0.0800000000000001	-0.001	-1	0	10.222308014
-1	0.0900000000000001	-0.001	-1	0	10.223980998
-1	0.1	-0.001	-1	0	10.225695805
-1	0.11	-0.001	-1	0	10.227393058
-1	0.12	-0.001	-1	0	10.228932417
-1	0.13	-0.001	-1	0	10.230535503
-1	0.14	-0.001	-1	0	10.233034452
-1	0.15	-0.001	-1	0	10.234735747
-1	0.16	-0.001	-1	0	10.23621097
-1	0.17	-0.001	-1	0	10.237638889
-1	0.18	-0.001	-1	0	10.239059642
-1	0.19	-0.001	-1	0	10.240563263
-1	0.2	-0.001	-1	0	10.242175376
-1	0.21	-0.001	-1	0	10.243754075
-1	0.22	-0.001	-1	0	10.245405821
-1	0.23	-0.001	-1	0	10.247024023
-1	0.24	-0.001	-1	0	10.248493583
-1	0.25	-0.001	-1	0	10.250019335
-1	0.26	-0.001	-1	0	10.251561287
-1	0.27	-0.001	-1	0	10.253100517
-1	0.28	-0.001	-1	0	10.254693581
-1	0.29	-0.001	-1	0	10.256195268
-1	0.3	-0.001	-1	0	10.257706718
-1	0.31	-0.001	-1	0	10.259257245
-1	0.32	-0.001	-1	0	10.260862858
-1	0.33	-0.001	-1	0	10.26222006
-1	0.34	-0.001	-1	0	10.263818967
-1	0.35	-0.001	-1	0	10.265455634
-1	0.36	-0.001	-1	0	10.267138762
-1	0.37	-0.001	-1	0	10.268814555
-1	0.38	-0.001	-1	0	10.270351486
-1	0.39	-0.001	-1	0	10.272167963
-1	0.4	-0.001	-1	0	10.273891798
-1	0.41	-0.001	-1	0	10.275642315
-1	0.42	-0.001	-1	0	10.277363811
-1	0.43	-0.001	-1	0	10.278878164
-1	0.44	-0.001	-1	0	10.280606263
-1	0.45	-0.001	-1	0	10.282294366
-1	0.46	-0.001	-1	0	10.283990069
-1	0.47	-0.001	-1	0	10.285699309
-1	0.48	-0.001	-1	0	10.287415608
-1	0.49	-0.001	-1	0	10.289175129
-1	0.5	-0.001	-1	0	10.290873046
-1	0.51	-0.001	-1	0	10.292586925
-1	0.52	-0.001	-1	0	10.294342924
-1	0.53	-0.001	-1	0	10.296134275
-1	0.54	-0.001	-1	0	10.297930114
-1	0.55	-0.001	-1	0	10.299636799
-1	0.56	-0.001	-1	0	10.30118177
-1	0.57	-0.001	-1	0	10.302898296
-1	0.58	-0.001	-1	0	10.304421531
-1	0.59	-0.001	-1	0	10.305946991
-1	0.6	-0.001	-1	0	10.307424057
-1	0.61	-0.001	-1	0	10.309191496
-1	0.62	-0.001	-1	0	10.310770744
-1	0.63	-0.001	-1	0	10.312397437
-1	0.64	-0.001	-1	0	10.314037472
-1	0.65	-0.001	-1	0	10.315737221
-1	0.66	-0.001	-1	0	10.317492294
-1	0.67	-0.001	-1	0	10.319399731
-1	0.68	-0.001	-1	0	10.321274077
-1	0.69	-0.001	-1	0	10.32310347
-1	0.7	-0.001	-1	0	10.324981982
-1	0.71	-0.001	-1	0	10.326860623
-1	0.72	-0.001	-1	0	10.328765618
-1	0.73	-0.001	-1	0	10.330454662
-1	0.74	-0.001	-1	0	10.332237936
-1	0.75	-0.001	-1	0	10.333901517
-1	0.76	-0.001	-1	0	10.335795691
-1	0.77	-0.001	-1	0	10.337702101
-1	0.78	-0.001	-1	0	10.339554762
-1	0.79	-0.001	-1	0	10.341455253
-1	0.8	-0.001	-1	0	10.343338985
-1	0.81	-0.001	-1	0	10.345206779
-1	0.82	-0.001	-1	0	10.347156205
-1	0.83	-0.001	-1	0	10.348769029
-1	0.84	-0.001	-1	0	10.350652388
-1	0.85	-0.001	-1	0	10.352498874
-1	0.86	-0.001	-1	0	10.354389949
-1	0.87	-0.001	-1	0	10.356319452
-1	0.88	-0.001	-1	0	10.358203372
-1	0.89	-0.001	-1	0	10.360073769
-1	0.9	-0.001	-1	0	10.361950041
-1	0.91	-0.001	-1	0	10.363842434
-1	0.92	-0.001	-1	0	10.365742524
-1	0.93	-0.001	-1	0	10.367610987
-1	0.94	-0.001	-1	0	10.369451569
-1	0.95	-0.001	-1	0	10.371101752
-1	0.96	-0.001	-1	0	10.372826893
-1	0.97	-0.001	-1	0	10.374694119
-1	0.98	-0.001	-1	0	10.376574366
-1	0.99	-0.001	-1	0	10.378437887
-1	1	-0.001	-1	0	10.380313657

-0.99	-1	-0.00099	-0.99	0	10.580659171
-0.99	-0.99	-0.00099	-0.99	0	10.582091614
-0.99	-0.98	-0.00099	-0.99	0	10.583353369
-0.99	-0.97	-0.00099	-0.99	0	10.584737941
-0.99	-0.96	-0.00099	-0.99	0	10.58613945
-0.99	-0.95	-0.00099	-0.99	0	10.587582443
-0.99	-0.94	-0.00099	-0.99	0	10.588893659
-0.99	-0.93	-0.00099	-0.99	0	10.590303969
-0.99	-0.92	-0.00099	-0.99	0	10.591718607
-0.99	-0.91	-0.00099	-0.99	0	10.593108676
-0.99	-0.9	-0.00099	-0.99	0	10.594507831
-0.99	-0.89	-0.00099	-0.99	0	10.595795574
-0.99	-0.88	-0.00099	-0.99	0	10.597220888
-0.99	-0.87	-0.00099	-0.99	0	10.598614941
-0.99	-0.86	-0.00099	-0.99	0	10.600013263
-0.99	-0.85	-0.00099	-0.99	0	10.601391646
-0.99	-0.84	-0.00099	-0.99	0	10.602711934
-0.99	-0.83	-0.00099	-0.99	0	10.604130103
-0.99	-0.82	-0.00099	-0.99	0	10.605604948
-0.99	-0.81	-0.00099	-0.99	0	10.606988441
-0.99	-0.8	-0.00099	-0.99	0	10.608512825
-0.99	-0.79	-0.00099	-0.99	0	10.609950362
-0.99	-0.78	-0.00099	-0.99	0	10.611375921
-0.99	-0.77	-0.00099	-0.99	0	10.612752043
-0.99	-0.76	-0.00099	-0.99	0	10.613931848
-0.99	-0.75	-0.00099	-0.99	0	10.61520513
-0.99	-0.74	-0.00099	-0.99	0	10.616356161
-0.99	-0.73	-0.00099	-0.99	0	10.617757013
-0.99	-0.72	-0.00099	-0.99	0	10.618973244
-0.99	-0.71	-0.00099	-0.99	0	10.620367041
-0.99	-0.7	-0.00099	-0.99	0	10.621751056
-0.99	-0.69	-0.00099	-0.99	0	10.62315981
-0.99	-0.68	-0.00099	-0.99	0	10.624543328
-0.99	-0.67	-0.00099	-0.99	0	10.625933459
-0.99	-0.66	-0.00099	-0.99	0	10.627319532
-0.99	-0.65	-0.00099	-0.99	0	10.628618079
-0.99	-0.64	-0.00099	-0.99	0	10.630020191
-0.99	-0.63	-0.00099	-0.99	0	10.631405051
-0.99	-0.62	-0.00099	-0.99	0	10.632733887
-0.99	-0.61	-0.00099	-0.99	0	10.634115952
-0.99	-0.6	-0.00099	-0.99	0	10.635524636
-0.99	-0.59	-0.00099	-0.99	0	10.636931625
-0.99	-0.58	-0.00099	-0.99	0	10.638359252
-0.99	-0.57	-0.00099	-0.99	0	10.639796536
-0.99	-0.56	-0.00099	-0.99	0	10.641214189
-0.99	-0.55	-0.00099	-0.99	0	10.642670023
-0.99	-0.54	-0.00099	-0.99	0	10.644088389
-0.99	-0.53	-0.00099	-0.99	0	10.64548654
-0.99	-0.52	-0.00099	-0.99	0	10.646878489
-0.99	-0.51	-0.00099	-0.99	0	10.648260784
-0.99	-0.5	-0.00099	-0.99	0	10.649655786
-0.99	-0.49	-0.00099	-0.99	0	10.6510426
-0.99	-0.48	-0.00099	-0.99	0	10.652426255
-0.99	-0.47	-0.00099	-0.99	0	10.653602926
-0.99	-0.46	-0.00099	-0.99	0	10.655017433
-0.99	-0.45	-0.00099	-0.99	0	10.656411769
-0.99	-0.44	-0.00099	-0.99	0	10.657810428
-0.99	-0.43	-0.00099	-0.99	0	10.659233795
-0.99	-0.42	-0.00099	-0.99	0	10.660666908
-0.99	-0.41	-0.00099	-0.99	0	10.662102012
-0.99	-0.4	-0.00099	-0.99	0	10.663515234
-0.99	-0.39	-0.00099	-0.99	0	10.664909484
-0.99	-0.38	-0.00099	-0.99	0	10.666292657
-0.99	-0.37	-0.00099	-0.99	0	10.667711489
-0.99	-0.36	-0.00099	-0.99	0	10.66895564
-0.99	-0.35	-0.00099	-0.99	0	10.670161721
-0.99	-0.34	-0.00099	-0.99	0	10.671553611
-0.99	-0.33	-0.00099	-0.99	0	10.672938442
-0.99	-0.32	-0.00099	-0.99	0	10.674343552
-0.99	-0.31	-0.00099	-0.99	0	10.675799334
-0.99	-0.3	-0.00099	-0.99	0	10.677194671
-0.99	-0.29	-0.00099	-0.99	0	10.678453248
-0.99	-0.28	-0.00099	-0.99	0	10.679939236
-0.99	-0.27	-0.00099	-0.99	0	10.68153226
-0.99	-0.26	-0.00099	-0.99	0	10.683103492
-0.99	-0.25	-0.00099	-0.99	0	10.684655156
-0.99	-0.24	-0.00099	-0.99	0	10.686231514
-0.99	-0.23	-0.00099	-0.99	0	10.687696449
-0.99	-0.22	-0.00099	-0.99	0	10.689360869
-0.99	-0.21	-0.00099	-0.99	0	10.691053322
-0.99	-0.2	-0.00099	-0.99	0	10.692625263
-0.99	-0.19	-0.00099	-0.99	0	10.69406125
-0.99	-0.18	-0.00099	-0.99	0	10.695693515
-0.99	-0.17	-0.00099	-0.99	0	10.697436027
-0.99	-0.16	-0.00099	-0.99	0	10.699310178
-0.99	-0.15	-0.00099	-0.99	0	10.701120632
-0.99	-0.14	-0.00099	-0.99	0	10.703017304
-0.99	-0.13	-0.00099	-0.99	0	10.704914967
-0.99	-0.12	-0.00099	-0.99	0	10.706819433
-0.99	-0.11	-0.00099	-0.99	0	10.708684205
-0.99	-0.1	-0.00099	-0.99	0	10.710553486
-0.99	-0.09	-0.00099	-0.99	0	10.712426889
-0.99	-0.08	-0.00099	-0.99	0	10.714293924
-0.99	-0.07	-0.00099	-0.99	0	10.716176439
-0.99	-0.0599999999999999	-0.00099	-0.99	0	10.718117066
-0.99	-0.0499999999999999	-0.00099	-0.99	0	10.7199951
-0.99	-0.04	-0.00099	-0.99	0	10.721813106
-0.99	-0.03	-0.00099	-0.99	0	10.723680058
-0.99	-0.02	-0.00099	-0.99	0	10.725578652
-0.99	-0.01	-0.00099	-0.99	0	10.727424247
-0.99	0	-0.00099	-0.99	0	10.729311794
-0.99	0.01	-0.00099	-0.99	0	10.731158949
-0.99	0.02	-0.00099	-0.99	0	10.732969237
-0.99	0.03	-0.00099	-0.99	0	10.734754486
-0.99	0.04	-0.00099	-0.99	0	10.736374707
-0.99	0.05	-0.00099	-0.99	0	10.738302036
-0.99	0.0600000000000001	-0.00099	-0.99	0	10.740221017
-0.99	0.0700000000000001	-0.00099	-0.99	0	10.742137957
-0.99	0.0800000000000001	-0.00099	-0.99	0	10.744045512
-0.99	0.0900000000000001	-0.00099	-0.99	0	10.745822632
-0.99	0.1	-0.00099	-0.99	0	10.747798236
-0.99	0.11	-0.00099	-0.99	0	10.749767035
-0.99	0.12	-0.00099	-0.99	0	10.751638092
-0.99	0.13	-0.00099	-0.99	0	10.753549124
-0.99	0.14	-0.00099	-0.99	0	10.755465399
-0.99	0.15	-0.00099	-0.99	0	10.75735546
-0.99	0.16	-0.00099	-0.99	0	10.759227686
-0.99	0.17	-0.00099	-0.99	0	10.761098095
-0.99	0.18	-0.00099	-0.99	0	10.762961002
-0.99	0.19	-0.00099	-0.99	0	10.764829027
-0.99	0.2	-0.00099	-0.99	0	10.766746559
-0.99	0.21	-0.00099	-0.99	0	10.768652199
-0.99	0.22	-0.00099	-0.99	0	10.770359965
-0.99	0.23	-0.00099	-0.99	0	10.772255252
-0.99	0.24	-0.00099	-0.99	0	10.773839329
-0.99	0.25	-0.00099	-0.99	0	10.775501216
-0.99	0.26	-0.00099	-0.99	0	10.777141664
-0.99	0.27	-0.00099	-0.99	0	10.778833371
